Code,P-V,CIC_CRIME_DESCRIPTION,CPE_CONTACT_DATE_YYMD,Month
CC2000001 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-01,1
CC2000001 -8357,W-W,BATTERY -CITY                      ,2020-01-01,1
CC2000002 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-01-01,1
CC2000003 -1415,B-B,AGG DISCHARGE OF FIREARM           ,2020-01-01,1
CC2000003 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-01-01,1
CC2000004 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-01,1
CC2000005 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-01,1
CC2000012 -2820,W-B,TELEPHONE THREAT                   ,2020-01-01,1
CC2000013 -805,B-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-01,1
CC2000014 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-01,1
CC2000014 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-01-01,1
CC2000018 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-01,1
CC2000022 -2820,W-W,TELEPHONE THREAT                   ,2020-01-01,1
CC2000023 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-01,1
CC2000024 -410,W-B,BATTERY-AGGRAVATED                 ,2020-01-01,1
CC2000027 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-01,1
CC2000028 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-02,1
CC2000030 -1310,!-A,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-02,1
CC2000042 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-02,1
CC2000042 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-01-02,1
CC2000048 -488,H-W,BATTERY-AGG DOMESTIC               ,2020-01-02,1
CC2000050 -650,!-B,HOME INVASION                      ,2020-01-02,1
CC2000053 -8368,W-!,THEFT GENERALLY                    ,2020-01-01,1
CC2000055 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-02,1
CC2000058 -486,H-H,BATTERY-DOMESTIC                   ,2020-01-03,1
CC2000060 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-03,1
CC2000060 -410,B-W,BATTERY-AGGRAVATED                 ,2020-01-03,1
CC2000063 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-02,1
CC2000068 -910,B-W,THEFT-MOTOR VEHICLE                ,2020-01-03,1
CC2000069 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-03,1
CC2000073 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-03,1
CC2000077 -1563,B-W,SEXUAL ABUSE-CRIMINAL              ,2020-01-03,1
CC2000079 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-04,1
CC2000080 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-04,1
CC2000080 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-04,1
CC2000089 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-04,1
CC2000091 -710,W-W,THEFT FROM MOTOR VEHICLE           ,2020-01-04,1
CC2000093 -860,B-!,THEFT-RETAIL                       ,2020-01-04,1
CC2000097 -486,B-W,BATTERY-DOMESTIC                   ,2020-01-04,1
CC2000100 -488,W-A,BATTERY-AGG DOMESTIC               ,2020-01-04,1
CC2000111 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-05,1
CC2000113 -860,B-!,THEFT-RETAIL                       ,2020-01-05,1
CC2000115 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-05,1
CC2000115 -860,W-!,THEFT-RETAIL                       ,2020-01-05,1
CC2000118 -2447,W-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-01-05,1
CC2000120 -860,W-!,THEFT-RETAIL                       ,2020-01-05,1
CC2000121 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-05,1
CC2000121 -650,B-W,HOME INVASION                      ,2020-01-05,1
CC2000122 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-05,1
CC2000124 -760,!-H,BURGLARY FROM MOTOR VEHICLE        ,2020-01-05,1
CC2000126 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-01-05,1
CC2000127 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-05,1
CC2000131 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-05,1
CC2000131 -625,B-B,BURGLARY RESIDENTIAL               ,2020-01-05,1
CC2000138 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-03,1
CC2000140 -1310,!-H,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-05,1
CC2000140 -625,!-H,BURGLARY RESIDENTIAL               ,2020-01-05,1
CC2000144 -860,W-!,THEFT-RETAIL                       ,2020-01-06,1
CC2000153 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-06,1
CC2000157 -860,W-!,THEFT-RETAIL                       ,2020-01-05,1
CC2000159 -860,W-!,THEFT-RETAIL                       ,2020-01-07,1
CC2000164 -1110,B-W,DECEPTIVE PRACTICES                ,2020-01-03,1
CC2000165 -1150,!-B,FRAUD-CREDIT CARD                  ,2020-01-03,1
CC2000165 -805,!-B,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-03,1
CC2000178 -760,!-A,BURGLARY FROM MOTOR VEHICLE        ,2020-01-08,1
CC2000184 -1411,B-!,AGGR UNLAWFUL USE OF WEAPON        ,2020-01-08,1
CC2000185 -8363,B-!,TRESPASSING                        ,2020-01-08,1
CC2000189 -486,H-H,BATTERY-DOMESTIC                   ,2020-01-08,1
CC2000192 -1150,B-W,FRAUD-CREDIT CARD                  ,2020-01-08,1
CC2000194 -1137,W-A,THEFT-IDENTITY                     ,2020-01-08,1
CC2000197 -625,!-A,BURGLARY RESIDENTIAL               ,2020-01-08,1
CC2000200 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-01-09,1
CC2000201 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-08,1
CC2000201 -625,W-B,BURGLARY RESIDENTIAL               ,2020-01-08,1
CC2000202 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-01-08,1
CC2000206 -760,!-H,BURGLARY FROM MOTOR VEHICLE        ,2020-01-08,1
CC2000212 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-09,1
CC2000218 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-09,1
CC2000218 -860,B-!,THEFT-RETAIL                       ,2020-01-09,1
CC2000219 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-09,1
CC2000221 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-09,1
CC2000223 -2447,W-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-01-09,1
CC2000223 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-09,1
CC2000226 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
CC2000232 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-09,1
CC2000233 -330,B-!,ROBBERY-AGGRAVATED                 ,2020-01-10,1
CC2000234 -1137,!-W,THEFT-IDENTITY                     ,2020-01-08,1
CC2000235 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-10,1
CC2000236 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-10,1
CC2000242 -1120,B-!,FORGERY                            ,2020-01-02,1
CC2000243 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
CC2000244 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
CC2000249 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
CC2000249 -4310,W-!,BURGLARY TOOLS-POSSESSION          ,2020-01-10,1
CC2000249 -860,W-!,THEFT-RETAIL                       ,2020-01-10,1
CC2000250 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
CC2000250 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-10,1
CC2000251 -2447,W-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-01-10,1
CC2000252 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-10,1
CC2000254 -260,H-H,SEXUAL-ASSAULT-CRIMINAL            ,2020-01-10,1
CC2000254 -4251,H-H,LURING OF A MINOR                  ,2020-01-10,1
CC2000256 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
CC2000261 -860,W-!,THEFT-RETAIL                       ,2020-01-11,1
CC2000262 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-10,1
CC2000264 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-11,1
CC2000266 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-11,1
CC2000267 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-11,1
CC2000268 -860,B-!,THEFT-RETAIL                       ,2020-01-11,1
CC2000269 -1410,W-!,UNLAWFUL USE OF WEAPONS            ,2020-01-11,1
CC2000269 -610,W-!,BURGLARY                           ,2020-01-11,1
CC2000269 -760,W-A,BURGLARY FROM MOTOR VEHICLE        ,2020-01-11,1
CC2000269 -860,W-!,THEFT-RETAIL                       ,2020-01-11,1
CC2000271 -1110,!-B,DECEPTIVE PRACTICES                ,2020-01-11,1
CC2000273 -860,W-!,THEFT-RETAIL                       ,2020-01-11,1
CC2000274 -860,B-!,THEFT-RETAIL                       ,2020-01-11,1
CC2000276 -320,B-W,ROBBERY                            ,2020-01-11,1
CC2000277 -1410,B-B,UNLAWFUL USE OF WEAPONS            ,2020-01-11,1
CC2000281 -760,W-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-12,1
CC2000284 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-12,1
CC2000290 -3100,B-!,MOB ACTION                         ,2020-01-12,1
CC2000290 -410,B-B,BATTERY-AGGRAVATED                 ,2020-01-12,1
CC2000294 -910,!-H,THEFT-MOTOR VEHICLE                ,2020-01-12,1
CC2000295 -1365,W-B,TRESPASS-RESIDENCE                 ,2020-01-13,1
CC2000295 -486,B-W,BATTERY-DOMESTIC                   ,2020-01-13,1
CC2000296 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-11,1
CC2000296 -2447,B-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-01-11,1
CC2000297 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-01-13,1
CC2000301 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-13,1
CC2000302 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-13,1
CC2000308 -3960,!-B,INTIMIDATION                       ,2020-01-13,1
CC2000310 -460,!-W,BATTERY                            ,2020-01-01,1
CC2000311 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-13,1
CC2000312 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-13,1
CC2000314 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-01-13,1
CC2000316 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-01-13,1
CC2000319 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-13,1
CC2000321 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-13,1
CC2000328 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-14,1
CC2000328 -460,B-W,BATTERY                            ,2020-01-14,1
CC2000331 -410,B-W,BATTERY-AGGRAVATED                 ,2020-01-14,1
CC2000333 -1120,B-!,FORGERY                            ,2020-01-14,1
CC2000334 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-14,1
CC2000342 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-15,1
CC2000345 -815,!-H,THEFT OVER $500                    ,2020-01-14,1
CC2000349 -860,H-!,THEFT-RETAIL                       ,2020-01-15,1
CC2000351 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-14,1
CC2000351 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-01-14,1
CC2000358 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-07,1
CC2000361 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-15,1
CC2000361 -4310,B-!,BURGLARY TOOLS-POSSESSION          ,2020-01-15,1
CC2000361 -610,B-!,BURGLARY                           ,2020-01-15,1
CC2000363 -486,B-W,BATTERY-DOMESTIC                   ,2020-01-15,1
CC2000364 -460,!-B,BATTERY                            ,2020-01-15,1
CC2000364 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-15,1
CC2000366 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-15,1
CC2000369 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-16,1
CC2000369 -1330,W-W,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-16,1
CC2000370 -625,!-A,BURGLARY RESIDENTIAL               ,2020-01-15,1
CC2000370 -910,!-A,THEFT-MOTOR VEHICLE                ,2020-01-15,1
CC2000372 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-15,1
CC2000373 -815,!-W,THEFT OVER $500                    ,2020-01-02,1
CC2000377 -815,W-!,THEFT OVER $500                    ,2020-01-06,1
CC2000389 -860,B-!,THEFT-RETAIL                       ,2020-01-16,1
CC2000391 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-01-16,1
CC2000393 -486,B-W,BATTERY-DOMESTIC                   ,2020-01-16,1
CC2000395 -1710,W-W,ENDANG LIFE/HEALTH OF CHILD        ,2020-01-17,1
CC2000400 -8362,H-!,FIGHTING                           ,2020-01-17,1
CC2000407 -460,H-H,BATTERY                            ,2020-01-17,1
CC2000411 -860,B-!,THEFT-RETAIL                       ,2020-01-17,1
CC2000415 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-17,1
CC2000418 -1110,B-W,DECEPTIVE PRACTICES                ,2020-01-17,1
CC2000419 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-18,1
CC2000420 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-13,1
CC2000420 -1330,B-B,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-13,1
CC2000423 -6622,B-!,LEAVING THE SCENE OF AN ACCIDENT   ,2020-01-18,1
CC2000425 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-17,1
CC2000433 -860,W-!,THEFT-RETAIL                       ,2020-01-18,1
CC2000435 -860,B-!,THEFT-RETAIL                       ,2020-01-18,1
CC2000436 -860,B-!,THEFT-RETAIL                       ,2020-01-18,1
CC2000437 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-18,1
CC2000437 -488,B-W,BATTERY-AGG DOMESTIC               ,2020-01-18,1
CC2000438 -560,!-W,ASSAULT                            ,2020-01-18,1
CC2000439 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-18,1
CC2000440 -860,W-!,THEFT-RETAIL                       ,2020-01-18,1
CC2000442 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-19,1
CC2000446 -486,H-W,BATTERY-DOMESTIC                   ,2020-01-19,1
CC2000447 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-19,1
CC2000450 -860,B-!,THEFT-RETAIL                       ,2020-01-19,1
CC2000451 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-19,1
CC2000452 -860,B-!,THEFT-RETAIL                       ,2020-01-18,1
CC2000453 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-19,1
CC2000456 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-19,1
CC2000459 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-19,1
CC2000467 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-20,1
CC2000467 -860,B-!,THEFT-RETAIL                       ,2020-01-20,1
CC2000471 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-19,1
CC2000472 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-20,1
CC2000474 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-20,1
CC2000475 -310,!-B,ROBBERY-ARMED                      ,2020-01-19,1
CC2000475 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-19,1
CC2000476 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-20,1
CC2000478 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-18,1
CC2000479 -486,W-B,BATTERY-DOMESTIC                   ,2020-01-20,1
CC2000480 -486,H-B,BATTERY-DOMESTIC                   ,2020-01-21,1
CC2000481 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-21,1
CC2000481 -410,B-B,BATTERY-AGGRAVATED                 ,2020-01-21,1
CC2000481 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-21,1
CC2000482 -815,!-W,THEFT OVER $500                    ,2020-01-21,1
CC2000486 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-20,1
CC2000489 -260,B-B,SEXUAL-ASSAULT-CRIMINAL            ,2020-01-18,1
CC2000490 -261,!-B,SEXUAL ASSAULT-AGG CRIMINAL        ,2020-01-09,1
CC2000492 -110,B-B,MURDER-FIRST DEGREE                ,2020-01-21,1
CC2000492 -410,B-B,BATTERY-AGGRAVATED                 ,2020-01-21,1
CC2000492 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-21,1
CC2000493 -2820,B-B,TELEPHONE THREAT                   ,2020-01-18,1
CC2000495 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-01-19,1
CC2000496 -815,B-!,THEFT OVER $500                    ,2020-01-17,1
CC2000500 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-20,1
CC2000502 -1110,B-W,DECEPTIVE PRACTICES                ,2020-01-19,1
CC2000503 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-21,1
CC2000504 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-01-21,1
CC2000505 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-21,1
CC2000506 -650,!-B,HOME INVASION                      ,2020-01-21,1
CC2000507 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-21,1
CC2000509 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-21,1
CC2000510 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-22,1
CC2000510 -1365,!-W,TRESPASS-RESIDENCE                 ,2020-01-22,1
CC2000510 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-22,1
CC2000518 -560,B-B,ASSAULT                            ,2020-01-22,1
CC2000519 -310,!-W,ROBBERY-ARMED                      ,2020-01-22,1
CC2000522 -3960,B-B,INTIMIDATION                       ,2020-01-22,1
CC2000523 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-22,1
CC2000525 -460,!-B,BATTERY                            ,2020-01-22,1
CC2000529 -1415,B-B,AGG DISCHARGE OF FIREARM           ,2020-01-22,1
CC2000529 -410,B-B,BATTERY-AGGRAVATED                 ,2020-01-22,1
CC2000533 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-01-22,1
CC2000536 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-22,1
CC2000537 -1120,W-W,FORGERY                            ,2020-01-20,1
CC2000550 -410,B-W,BATTERY-AGGRAVATED                 ,2020-01-23,1
CC2000553 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-01-23,1
CC2000554 -410,!-W,BATTERY-AGGRAVATED                 ,2020-01-21,1
CC2000566 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-23,1
CC2000570 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-23,1
CC2000571 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-23,1
CC2000573 -261,W-W,SEXUAL ASSAULT-AGG CRIMINAL        ,2020-01-19,1
CC2000574 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-23,1
CC2000577 -486,A-B,BATTERY-DOMESTIC                   ,2020-01-23,1
CC2000578 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-23,1
CC2000579 -710,B-B,THEFT FROM MOTOR VEHICLE           ,2020-01-23,1
CC2000582 -2825,W-W,HARASSMENT BY TELEPHONE            ,2020-01-23,1
CC2000584 -260,!-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-01-24,1
CC2000587 -1261,H-H,UNAUTHORIZED VIDEOTAPING/LIVE VIDEO,2020-01-23,1
CC2000589 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-24,1
CC2000590 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-01-24,1
CC2000592 -1137,!-A,THEFT-IDENTITY                     ,2020-01-13,1
CC2000594 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-18,1
CC2000595 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-01-23,1
CC2000596 -760,!-A,BURGLARY FROM MOTOR VEHICLE        ,2020-01-23,1
CC2000601 -488,B-W,BATTERY-AGG DOMESTIC               ,2020-01-24,1
CC2000601 -510,B-W,ASSAULT-AGGRAVATED                 ,2020-01-24,1
CC2000604 -815,!-W,THEFT OVER $500                    ,2020-01-20,1
CC2000605 -410,B-W,BATTERY-AGGRAVATED                 ,2020-01-24,1
CC2000605 -460,W-B,BATTERY                            ,2020-01-24,1
CC2000605 -510,B-W,ASSAULT-AGGRAVATED                 ,2020-01-24,1
CC2000609 -486,H-H,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000611 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000611 -560,B-B,ASSAULT                            ,2020-01-25,1
CC2000615 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-24,1
CC2000617 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000619 -486,!-B,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000619 -815,!-B,THEFT OVER $500                    ,2020-01-25,1
CC2000621 -2826,!-B,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-01-18,1
CC2000627 -410,W-W,BATTERY-AGGRAVATED                 ,2020-01-25,1
CC2000631 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-25,1
CC2000633 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000634 -860,B-!,THEFT-RETAIL                       ,2020-01-25,1
CC2000635 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-25,1
CC2000635 -1415,!-W,AGG DISCHARGE OF FIREARM           ,2020-01-25,1
CC2000636 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-01-25,1
CC2000636 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-25,1
CC2000641 -510,!-B,ASSAULT-AGGRAVATED                 ,2020-01-26,1
CC2000645 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-26,1
CC2000646 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-26,1
CC2000647 -1411,B-!,AGGR UNLAWFUL USE OF WEAPON        ,2020-01-26,1
CC2000649 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-26,1
CC2000651 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-25,1
CC2000652 -860,W-!,THEFT-RETAIL                       ,2020-01-26,1
CC2000655 -260,!-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-01-26,1
CC2000657 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-26,1
CC2000660 -486,A-W,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000663 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-26,1
CC2000664 -610,B-!,BURGLARY                           ,2020-01-27,1
CC2000664 -860,B-!,THEFT-RETAIL                       ,2020-01-27,1
CC2000669 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-26,1
CC2000678 -860,B-!,THEFT-RETAIL                       ,2020-01-27,1
CC2000680 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-28,1
CC2000681 -310,!-B,ROBBERY-ARMED                      ,2020-01-28,1
CC2000685 -410,B-W,BATTERY-AGGRAVATED                 ,2020-01-28,1
CC2000689 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-28,1
CC2000694 -860,W-!,THEFT-RETAIL                       ,2020-01-28,1
CC2000695 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-26,1
CC2000707 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-01-29,1
CC2000709 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-29,1
CC2000712 -486,B-W,BATTERY-DOMESTIC                   ,2020-01-21,1
CC2000714 -860,B-!,THEFT-RETAIL                       ,2020-01-28,1
CC2000718 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-28,1
CC2000721 -460,B-B,BATTERY                            ,2020-01-28,1
CC2000726 -1563,W-W,SEXUAL ABUSE-CRIMINAL              ,2020-01-24,1
CC2000731 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-01-30,1
CC2000732 -2447,B-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-01-30,1
CC2000732 -410,B-W,BATTERY-AGGRAVATED                 ,2020-01-30,1
CC2000738 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-28,1
CC2000743 -610,B-W,BURGLARY                           ,2020-01-30,1
CC2000743 -815,B-W,THEFT OVER $500                    ,2020-01-30,1
CC2000747 -2447,W-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-01-30,1
CC2000749 -1110,B-B,DECEPTIVE PRACTICES                ,2020-01-30,1
CC2000749 -760,B-B,BURGLARY FROM MOTOR VEHICLE        ,2020-01-30,1
CC2000750 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-30,1
CC2000751 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-30,1
CC2000751 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-30,1
CC2000753 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-31,1
CC2000760 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-31,1
CC2000760 -625,!-B,BURGLARY RESIDENTIAL               ,2020-01-31,1
CC2000769 -2446,B-!,LEAVING SCENE INJURY ACCIDENT      ,2020-01-31,1
CC2000770 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-30,1
CC2000772 -860,W-!,THEFT-RETAIL                       ,2020-01-29,1
CC2000773 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-31,1
CC2000775 -460,!-W,BATTERY                            ,2020-01-31,1
CC2000776 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-31,1
CC2000778 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-31,1
CC2000780 -410,B-B,BATTERY-AGGRAVATED                 ,2020-01-31,1
CC2000782 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-31,1
CC2000783 -610,B-B,BURGLARY                           ,2020-01-31,1
CC2000783 -815,B-B,THEFT OVER $500                    ,2020-01-31,1
CC2000784 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-31,1
CC2000786 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-01-31,1
CC2000787 -410,!-W,BATTERY-AGGRAVATED                 ,2020-02-01,2
CC2000789 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-01,2
CC2000789 -460,B-B,BATTERY                            ,2020-02-01,2
CC2000790 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-01,2
CC2000792 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-01,2
CC2000795 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-01,2
