Code,P-V,CIC_CRIME_DESCRIPTION,CPE_CONTACT_DATE_YYMD,Month
SS2002615 -4515,B-!,SEX OFFENDER-FAIL CHANGE ADD/EMPLOY,2020-09-27,9
SS2002617 -6622,H-!,LEAVING THE SCENE OF AN ACCIDENT   ,2020-09-27,9
SS2002622 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-09-28,9
SS2002627 -815,!-W,THEFT OVER $500                    ,2020-09-27,9
SS2002628 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-09-28,9
SS2002633 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-09-29,9
SS2002636 -4230,W-W,UNLAWFUL RESTRAINT                 ,2020-09-25,9
SS2002636 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-09-25,9
SS2002637 -280,B-!,PREDATORY CRIM SEX ASSAULT OF CHILD,2020-07-01,7
SS2002640 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-09-29,9
SS2002644 -1365,H-W,TRESPASS-RESIDENCE                 ,2020-09-30,9
SS2002646 -1137,H-!,THEFT-IDENTITY                     ,2020-09-30,9
SS2002648 -610,!-B,BURGLARY                           ,2020-09-23,9
SS2002654 -9435,!-W,DEATH INVESTIGATION                ,2020-10-01,10
SS2002656 -815,B-!,THEFT OVER $500                    ,2020-09-21,9
SS2002660 -1137,!-W,THEFT-IDENTITY                     ,2020-10-01,10
SS2002662 -1110,!-A,DECEPTIVE PRACTICES                ,2020-08-07,8
SS2002663 -486,A-B,BATTERY-DOMESTIC                   ,2020-10-01,10
SS2002666 -486,W-H,BATTERY-DOMESTIC                   ,2020-10-01,10
SS2002670 -610,!-W,BURGLARY                           ,2020-10-02,10
SS2002670 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-10-02,10
SS2002671 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-02,10
SS2002671 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-10-02,10
SS2002678 -486,W-W,BATTERY-DOMESTIC                   ,2020-09-30,9
SS2002680 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-02,10
SS2002681 -4515,W-!,SEX OFFENDER-FAIL CHANGE ADD/EMPLOY,2020-08-19,8
SS2002682 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-02,10
SS2002683 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-03,10
SS2002685 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-03,10
SS2002685 -610,W-!,BURGLARY                           ,2020-10-03,10
SS2002689 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-03,10
SS2002691 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-10-02,10
SS2002692 -2447,W-W,LEAVING SCENE PROPERTY DAMAGE      ,2020-10-03,10
SS2002694 -2447,A-W,LEAVING SCENE PROPERTY DAMAGE      ,2020-10-03,10
SS2002696 -1150,B-B,FRAUD-CREDIT CARD                  ,2020-10-03,10
SS2002701 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-04,10
SS2002702 -9435,!-W,DEATH INVESTIGATION                ,2020-10-04,10
SS2002705 -910,B-W,THEFT-MOTOR VEHICLE                ,2020-10-04,10
SS2002707 -560,H-H,ASSAULT                            ,2020-10-04,10
SS2002709 -486,H-H,BATTERY-DOMESTIC                   ,2020-10-04,10
SS2002710 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-04,10
SS2002714 -320,B-W,ROBBERY                            ,2020-10-05,10
SS2002715 -9435,!-W,DEATH INVESTIGATION                ,2020-10-02,10
SS2002717 -860,W-!,THEFT-RETAIL                       ,2020-10-05,10
SS2002723 -625,W-B,BURGLARY RESIDENTIAL               ,2020-10-05,10
SS2002727 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-10-06,10
SS2002728 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-10-06,10
SS2002728 -4389,W-W,VIOLATION STALKING NO CONTACT      ,2020-10-06,10
SS2002728 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-06,10
SS2002731 -710,!-W,THEFT FROM MOTOR VEHICLE           ,2020-10-05,10
SS2002731 -815,!-W,THEFT OVER $500                    ,2020-10-05,10
SS2002740 -2826,!-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-10-07,10
SS2002748 -9119,W-W,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-10-01,10
SS2002750 -1110,W-W,DECEPTIVE PRACTICES                ,2020-08-23,8
SS2002752 -410,W-W,BATTERY-AGGRAVATED                 ,2020-10-08,10
SS2002756 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-08,10
SS2002764 -486,B-W,BATTERY-DOMESTIC                   ,2020-10-09,10
SS2002767 -560,W-W,ASSAULT                            ,2020-10-10,10
SS2002769 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-10-10,10
SS2002769 -310,!-B,ROBBERY-ARMED                      ,2020-10-10,10
SS2002769 -410,!-B,BATTERY-AGGRAVATED                 ,2020-10-10,10
SS2002770 -9435,!-W,DEATH INVESTIGATION                ,2020-10-10,10
SS2002771 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-10,10
SS2002772 -1110,!-W,DECEPTIVE PRACTICES                ,2020-08-28,8
SS2002776 -710,!-W,THEFT FROM MOTOR VEHICLE           ,2020-10-10,10
SS2002776 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-10,10
SS2002777 -1710,W-W,ENDANG LIFE/HEALTH OF CHILD        ,2020-10-10,10
SS2002778 -460,W-W,BATTERY                            ,2020-10-11,10
SS2002780 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-11,10
SS2002781 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-10,10
SS2002785 -9435,!-W,DEATH INVESTIGATION                ,2020-10-11,10
SS2002788 -1120,W-W,FORGERY                            ,2020-06-24,6
SS2002795 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-10-12,10
SS2002795 -710,W-W,THEFT FROM MOTOR VEHICLE           ,2020-10-12,10
SS2002797 -2447,!-W,LEAVING SCENE PROPERTY DAMAGE      ,2020-10-12,10
SS2002801 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-10-12,10
SS2002806 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-13,10
SS2002809 -486,W-B,BATTERY-DOMESTIC                   ,2020-10-13,10
SS2002813 -486,B-W,BATTERY-DOMESTIC                   ,2020-10-13,10
SS2002814 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-14,10
SS2002815 -610,!-W,BURGLARY                           ,2020-10-08,10
SS2002817 -1582,W-!,PORNOGRAPHY-CHILD                  ,2020-08-16,8
SS2002818 -260,!-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-05-14,5
SS2002819 -1120,W-W,FORGERY                            ,2020-09-30,9
SS2002825 -1110,!-W,DECEPTIVE PRACTICES                ,2020-10-16,10
SS2002831 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-17,10
SS2002832 -486,B-B,BATTERY-DOMESTIC                   ,2020-10-17,10
SS2002836 -486,B-B,BATTERY-DOMESTIC                   ,2020-10-18,10
SS2002842 -5000,W-!,OTHER CRIMINAL OFFENSES            ,2020-10-18,10
SS2002843 -486,W-W,BATTERY-DOMESTIC                   ,2020-08-01,8
SS2002845 -486,B-W,BATTERY-DOMESTIC                   ,2020-10-19,10
SS2002846 -1365,B-W,TRESPASS-RESIDENCE                 ,2020-10-19,10
SS2002847 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-17,10
SS2002848 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-10-13,10
SS2002852 -1137,!-W,THEFT-IDENTITY                     ,2020-09-01,9
SS2002855 -6622,W-!,LEAVING THE SCENE OF AN ACCIDENT   ,2020-10-19,10
SS2002859 -1137,!-W,THEFT-IDENTITY                     ,2020-10-10,10
SS2002867 -1310,H-H,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-21,10
SS2002867 -510,H-H,ASSAULT-AGGRAVATED                 ,2020-10-21,10
SS2002869 -5000,B-!,OTHER CRIMINAL OFFENSES            ,2020-10-21,10
SS2002870 -5000,W-!,OTHER CRIMINAL OFFENSES            ,2020-10-21,10
SS2002872 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-21,10
SS2002873 -260,H-H,SEXUAL-ASSAULT-CRIMINAL            ,2020-10-20,10
SS2002879 -1477,!-H,RECKLESS DISCHARGE OF A FIREARM    ,2020-10-07,10
SS2002884 -610,!-W,BURGLARY                           ,2020-10-05,10
SS2002884 -815,!-W,THEFT OVER $500                    ,2020-10-05,10
SS2002885 -1110,!-W,DECEPTIVE PRACTICES                ,2020-10-14,10
SS2002886 -1137,!-W,THEFT-IDENTITY                     ,2020-10-21,10
SS2002891 -1150,!-B,FRAUD-CREDIT CARD                  ,2020-09-16,9
SS2002896 -860,W-!,THEFT-RETAIL                       ,2020-10-23,10
SS2002897 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-23,10
SS2002899 -1137,!-W,THEFT-IDENTITY                     ,2020-10-23,10
SS2002901 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-23,10
SS2002903 -1504,!-W,SOLICITATION OF A SEXUAL ACT       ,2020-10-23,10
SS2002906 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-10-24,10
SS2002907 -9435,!-W,DEATH INVESTIGATION                ,2020-10-24,10
SS2002908 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-24,10
SS2002910 -410,B-B,BATTERY-AGGRAVATED                 ,2020-10-24,10
SS2002910 -486,B-B,BATTERY-DOMESTIC                   ,2020-10-24,10
SS2002911 -910,B-B,THEFT-MOTOR VEHICLE                ,2020-10-24,10
SS2002916 -460,!-B,BATTERY                            ,2020-10-24,10
SS2002918 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-25,10
SS2002923 -610,!-W,BURGLARY                           ,2020-10-26,10
SS2002923 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-26,10
SS2002925 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-25,10
SS2002925 -815,!-W,THEFT OVER $500                    ,2020-10-25,10
SS2002925 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-10-25,10
SS2002926 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-26,10
SS2002927 -720,W-!,THEFT OF MOTOR VEH PARTS & ACCESS  ,2020-10-26,10
SS2002927 -760,W-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-26,10
SS2002928 -560,B-B,ASSAULT                            ,2020-10-26,10
SS2002930 -1582,!-W,PORNOGRAPHY-CHILD                  ,2020-10-21,10
SS2002930 -2820,!-W,TELEPHONE THREAT                   ,2020-10-21,10
SS2002932 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-27,10
SS2002932 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-27,10
SS2002934 -1110,!-W,DECEPTIVE PRACTICES                ,2020-09-22,9
SS2002934 -1137,!-W,THEFT-IDENTITY                     ,2020-09-22,9
SS2002935 -486,B-B,BATTERY-DOMESTIC                   ,2020-10-27,10
SS2002936 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-10-27,10
SS2002937 -9995,B-!,SEX OFFENDER-ADDRESS VERIFICATION  ,2020-10-27,10
SS2002938 -9995,W-!,SEX OFFENDER-ADDRESS VERIFICATION  ,2020-10-27,10
SS2002939 -9119,W-!,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-10-27,10
SS2002941 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-27,10
SS2002942 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-10-27,10
SS2002942 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-27,10
SS2002943 -486,W-W,BATTERY-DOMESTIC                   ,2020-10-27,10
SS2002946 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-27,10
SS2002950 -410,B-W,BATTERY-AGGRAVATED                 ,2020-10-28,10
SS2002952 -310,W-W,ROBBERY-ARMED                      ,2020-10-28,10
SS2002952 -410,W-W,BATTERY-AGGRAVATED                 ,2020-10-28,10
SS2002954 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-28,10
SS2002954 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-10-28,10
SS2002956 -1477,!-B,RECKLESS DISCHARGE OF A FIREARM    ,2020-10-26,10
SS2002956 -486,B-H,BATTERY-DOMESTIC                   ,2020-10-26,10
SS2002959 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-10-29,10
SS2002960 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-29,10
SS2002962 -9435,!-W,DEATH INVESTIGATION                ,2020-10-29,10
SS2002965 -1410,W-!,UNLAWFUL USE OF WEAPONS            ,2020-10-30,10
SS2002975 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-10-30,10
SS2002975 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-10-30,10
SS2002975 -510,W-W,ASSAULT-AGGRAVATED                 ,2020-10-30,10
SS2002975 -815,W-W,THEFT OVER $500                    ,2020-10-30,10
SS2002979 -1710,B-B,ENDANG LIFE/HEALTH OF CHILD        ,2020-10-30,10
SS2002983 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-01,11
SS2002987 -486,B-H,BATTERY-DOMESTIC                   ,2020-11-01,11
SS2002989 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-01,11
SS2002990 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-11-02,11
SS2002992 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-02,11
SS2003005 -625,W-W,BURGLARY RESIDENTIAL               ,2020-11-01,11
SS2003006 -1110,!-W,DECEPTIVE PRACTICES                ,2020-10-07,10
SS2003007 -486,H-H,BATTERY-DOMESTIC                   ,2020-11-04,11
SS2003010 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-11-04,11
SS2003010 -860,W-!,THEFT-RETAIL                       ,2020-11-04,11
SS2003015 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-04,11
SS2003016 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-05,11
SS2003016 -1137,!-W,THEFT-IDENTITY                     ,2020-11-05,11
SS2003018 -1310,H-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-05,11
SS2003018 -460,H-W,BATTERY                            ,2020-11-05,11
SS2003025 -815,!-W,THEFT OVER $500                    ,2020-11-06,11
SS2003027 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-06,11
SS2003028 -460,W-W,BATTERY                            ,2020-11-06,11
SS2003030 -610,!-W,BURGLARY                           ,2020-10-09,10
SS2003031 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-11-06,11
SS2003035 -760,!-H,BURGLARY FROM MOTOR VEHICLE        ,2020-11-06,11
SS2003036 -460,B-W,BATTERY                            ,2020-11-07,11
SS2003042 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-07,11
SS2003046 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-07,11
SS2003047 -815,!-W,THEFT OVER $500                    ,2020-11-07,11
SS2003050 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-08,11
SS2003052 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-08,11
SS2003057 -260,B-B,SEXUAL-ASSAULT-CRIMINAL            ,2020-11-08,11
SS2003057 -280,W-B,PREDATORY CRIM SEX ASSAULT OF CHILD,2020-11-08,11
SS2003058 -486,B-W,BATTERY-DOMESTIC                   ,2020-11-09,11
SS2003059 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-11-09,11
SS2003059 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-11-09,11
SS2003065 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-07,11
SS2003066 -460,W-W,BATTERY                            ,2020-11-09,11
SS2003066 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-09,11
SS2003068 -1310,H-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-09,11
SS2003068 -1477,H-W,RECKLESS DISCHARGE OF A FIREARM    ,2020-11-09,11
SS2003074 -486,W-!,BATTERY-DOMESTIC                   ,2020-11-10,11
SS2003075 -1210,W-W,THEFT-LABOR OR SERVICES            ,2020-11-10,11
SS2003078 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-11-10,11
SS2003078 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-11-10,11
SS2003082 -860,W-!,THEFT-RETAIL                       ,2020-10-31,10
SS2003084 -1563,W-W,SEXUAL ABUSE-CRIMINAL              ,2020-05-01,5
SS2003084 -1582,W-W,PORNOGRAPHY-CHILD                  ,2020-05-01,5
SS2003087 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-12,11
SS2003087 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-12,11
SS2003088 -260,H-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-11-12,11
SS2003096 -1110,B-B,DECEPTIVE PRACTICES                ,2020-08-07,8
SS2003097 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-13,11
SS2003098 -486,H-H,BATTERY-DOMESTIC                   ,2020-11-13,11
SS2003100 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-13,11
SS2003108 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-15,11
SS2003108 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-11-15,11
SS2003112 -860,B-!,THEFT-RETAIL                       ,2020-11-15,11
SS2003115 -720,W-W,THEFT OF MOTOR VEH PARTS & ACCESS  ,2020-11-15,11
SS2003116 -1710,W-W,ENDANG LIFE/HEALTH OF CHILD        ,2020-11-16,11
SS2003119 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-16,11
SS2003123 -3968,W-W,CYBERSTALKING                      ,2020-11-15,11
SS2003126 -486,B-W,BATTERY-DOMESTIC                   ,2020-11-16,11
SS2003133 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-17,11
SS2003136 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-18,11
SS2003142 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-19,11
SS2003148 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-11-20,11
SS2003148 -815,!-W,THEFT OVER $500                    ,2020-11-20,11
SS2003149 -610,!-W,BURGLARY                           ,2020-11-19,11
SS2003149 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-11-19,11
SS2003150 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-19,11
SS2003151 -815,B-B,THEFT OVER $500                    ,2020-11-20,11
SS2003153 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-11-20,11
SS2003155 -9435,!-W,DEATH INVESTIGATION                ,2020-11-20,11
SS2003162 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-20,11
SS2003169 -610,W-W,BURGLARY                           ,2020-11-01,11
SS2003169 -815,W-W,THEFT OVER $500                    ,2020-11-01,11
SS2003170 -9435,!-W,DEATH INVESTIGATION                ,2020-11-21,11
SS2003173 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-22,11
SS2003174 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-22,11
SS2003177 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-11-23,11
SS2003178 -410,W-W,BATTERY-AGGRAVATED                 ,2020-11-17,11
SS2003183 -1120,B-!,FORGERY                            ,2020-11-23,11
SS2003185 -1110,B-B,DECEPTIVE PRACTICES                ,2020-10-25,10
SS2003185 -1150,B-B,FRAUD-CREDIT CARD                  ,2020-10-25,10
SS2003192 -1477,W-W,RECKLESS DISCHARGE OF A FIREARM    ,2020-11-24,11
SS2003196 -9435,!-H,DEATH INVESTIGATION                ,2020-11-25,11
SS2003197 -625,!-W,BURGLARY RESIDENTIAL               ,2020-11-25,11
SS2003198 -1110,!-B,DECEPTIVE PRACTICES                ,2020-11-23,11
SS2003199 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-21,11
SS2003200 -2447,W-W,LEAVING SCENE PROPERTY DAMAGE      ,2020-11-25,11
SS2003201 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-25,11
SS2003204 -1410,!-B,UNLAWFUL USE OF WEAPONS            ,2020-11-26,11
SS2003204 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-11-26,11
SS2003206 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-26,11
SS2003207 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-26,11
SS2003210 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-26,11
SS2003212 -625,!-W,BURGLARY RESIDENTIAL               ,2020-11-27,11
SS2003213 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-24,11
SS2003214 -1110,!-H,DECEPTIVE PRACTICES                ,2020-11-24,11
SS2003215 -486,B-B,BATTERY-DOMESTIC                   ,2020-11-27,11
SS2003216 -486,H-H,BATTERY-DOMESTIC                   ,2020-11-27,11
SS2003217 -2447,!-W,LEAVING SCENE PROPERTY DAMAGE      ,2020-11-26,11
SS2003218 -1477,W-W,RECKLESS DISCHARGE OF A FIREARM    ,2020-11-27,11
SS2003221 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-27,11
SS2003222 -1410,W-!,UNLAWFUL USE OF WEAPONS            ,2020-11-27,11
SS2003223 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-11-27,11
SS2003224 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-11-25,11
SS2003233 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-29,11
SS2003235 -1110,!-W,DECEPTIVE PRACTICES                ,2020-11-28,11
SS2003240 -486,W-W,BATTERY-DOMESTIC                   ,2020-11-30,11
SS2003241 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-11-30,11
SS2003242 -610,W-!,BURGLARY                           ,2020-11-30,11
SS2003242 -860,W-!,THEFT-RETAIL                       ,2020-11-30,11
SS2003248 -410,W-W,BATTERY-AGGRAVATED                 ,2020-11-30,11
SS2003251 -1220,!-B,THEFT-LOST/MISLAID PROPERTY        ,2020-10-02,10
SS2003253 -1110,W-W,DECEPTIVE PRACTICES                ,2020-09-01,9
SS2003261 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-01,12
SS2003265 -9435,!-W,DEATH INVESTIGATION                ,2020-12-02,12
SS2003269 -815,W-W,THEFT OVER $500                    ,2020-11-20,11
SS2003275 -486,B-W,BATTERY-DOMESTIC                   ,2020-12-03,12
SS2003278 -2447,B-!,LEAVING SCENE PROPERTY DAMAGE      ,2020-12-04,12
SS2003284 -460,W-W,BATTERY                            ,2020-12-05,12
SS2003294 -9435,!-W,DEATH INVESTIGATION                ,2020-12-06,12
SS2003297 -1750,W-W,CHILD ABUSE                        ,2020-12-05,12
SS2003297 -486,W-W,BATTERY-DOMESTIC                   ,2020-12-05,12
SS2003298 -1310,H-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-07,12
SS2003298 -710,H-W,THEFT FROM MOTOR VEHICLE           ,2020-12-07,12
SS2003299 -9119,W-!,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-12-07,12
SS2003302 -460,B-B,BATTERY                            ,2020-12-08,12
SS2003303 -486,B-B,BATTERY-DOMESTIC                   ,2020-12-08,12
SS2003305 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-08,12
SS2003306 -486,W-W,BATTERY-DOMESTIC                   ,2020-12-08,12
SS2003307 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-08,12
SS2003307 -610,B-W,BURGLARY                           ,2020-12-08,12
SS2003308 -1110,W-W,DECEPTIVE PRACTICES                ,2020-12-03,12
SS2003308 -1120,W-W,FORGERY                            ,2020-12-03,12
SS2003309 -1110,!-W,DECEPTIVE PRACTICES                ,2020-12-07,12
SS2003310 -1110,!-W,DECEPTIVE PRACTICES                ,2020-12-07,12
SS2003321 -6622,W-!,LEAVING THE SCENE OF AN ACCIDENT   ,2020-12-09,12
SS2003326 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-12-09,12
SS2003334 -1410,B-B,UNLAWFUL USE OF WEAPONS            ,2020-12-11,12
SS2003334 -1415,B-B,AGG DISCHARGE OF FIREARM           ,2020-12-11,12
SS2003334 -460,B-B,BATTERY                            ,2020-12-11,12
SS2003335 -9435,!-W,DEATH INVESTIGATION                ,2020-12-11,12
SS2003336 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-11,12
SS2003336 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-12-11,12
SS2003339 -625,W-W,BURGLARY RESIDENTIAL               ,2020-11-26,11
SS2003340 -860,H-!,THEFT-RETAIL                       ,2020-12-08,12
SS2003344 -2820,H-W,TELEPHONE THREAT                   ,2020-12-13,12
SS2003348 -410,W-W,BATTERY-AGGRAVATED                 ,2020-12-13,12
SS2003350 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-12-13,12
SS2003356 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-12-14,12
SS2003360 -486,W-W,BATTERY-DOMESTIC                   ,2020-12-14,12
SS2003362 -1544,W-B,SEXUAL EXPLOITATION OF A CHILD     ,2020-08-01,8
SS2003363 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-12-11,12
SS2003365 -9435,!-W,DEATH INVESTIGATION                ,2020-12-04,12
SS2003367 -460,W-B,BATTERY                            ,2020-12-15,12
SS2003369 -1410,!-B,UNLAWFUL USE OF WEAPONS            ,2020-12-15,12
SS2003369 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-12-15,12
SS2003370 -460,B-B,BATTERY                            ,2020-12-15,12
SS2003372 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-12-15,12
SS2003382 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-16,12
SS2003382 -1410,!-B,UNLAWFUL USE OF WEAPONS            ,2020-12-16,12
SS2003382 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-12-16,12
SS2003382 -1477,!-B,RECKLESS DISCHARGE OF A FIREARM    ,2020-12-16,12
SS2003384 -486,B-W,BATTERY-DOMESTIC                   ,2020-12-16,12
SS2003385 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-17,12
SS2003386 -2825,W-W,HARASSMENT BY TELEPHONE            ,2020-12-16,12
SS2003388 -1130,!-W,FRAUD-DECEPTION                    ,2020-12-08,12
SS2003400 -1010,H-H,ARSON                              ,2020-12-19,12
SS2003400 -486,H-H,BATTERY-DOMESTIC                   ,2020-12-19,12
SS2003402 -486,W-W,BATTERY-DOMESTIC                   ,2020-12-19,12
SS2003405 -1010,!-W,ARSON                              ,2020-12-20,12
SS2003407 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-12-20,12
SS2003411 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-12-20,12
SS2003414 -815,W-W,THEFT OVER $500                    ,2020-12-18,12
SS2003416 -625,!-B,BURGLARY RESIDENTIAL               ,2020-12-21,12
SS2003417 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-12-15,12
SS2003418 -1110,W-W,DECEPTIVE PRACTICES                ,2020-12-22,12
SS2003420 -860,W-!,THEFT-RETAIL                       ,2020-12-22,12
SS2003423 -1110,!-W,DECEPTIVE PRACTICES                ,2020-12-21,12
SS2003425 -625,W-W,BURGLARY RESIDENTIAL               ,2020-11-27,11
